preference_model,pricing_model,n_items,gamma,delta,K,alpha,lambda_,seed,T,utility_gap_M_minus_m,purchase_gap_M_minus_m,revenue_gap_M_minus_m,recommended_value_gap_M_minus_m,best_recommended_value_gap_M_minus_m,overall_minority_item_exposure,minority_population_share,random_minority_item_share,exposure_representation_gap,exposure_random_gap,total_revenue,avg_revenue_per_user,overall_purchase_rate,minority_item_purchase_share,avg_shown_price,avg_oracle_price_all_items,avg_final_mle_price_all_items,avg_abs_mle_oracle_price_error_all_items,avg_abs_mle_oracle_price_error_minority_items,avg_abs_mle_oracle_price_error_majority_items,avg_oracle_r_star_minority_items,avg_oracle_r_star_majority_items,avg_mle_exposures_minority_items,avg_mle_exposures_majority_items,n_minority_preferred_items
gaussian,fixed,50,0.0,0.99,5,0.9,0.1,0,300,0.19820369307101493,0.0,0.0,0.185698092719915,0.19820369307101493,0.17533333333333334,0.09999999999999998,0.19999999999999998,-0.07533333333333336,0.024666666666666642,225.0,0.75,1.0,0.12333333333333334,0.75,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,fixed,50,0.0,0.99,5,0.9,0.25,0,300,0.1475480332729041,0.033333333333333326,0.025000000000000022,0.20185550618359227,0.15075712258178164,0.19066666666666668,0.09999999999999998,0.19999999999999998,-0.0906666666666667,0.009333333333333305,224.25,0.7475,0.9966666666666667,0.13666666666666666,0.75,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.95,1,0.9,0.1,0,300,-0.059912006946526986,-0.09090909090909094,-0.06818181818181812,-0.10321211786615303,-0.10321211786615303,0.7333333333333333,0.09999999999999998,0.19999999999999998,-0.6333333333333333,-0.5333333333333333,161.25,0.5375,0.7166666666666667,0.6566666666666666,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.95,1,0.9,0.25,0,300,0.0455087707922378,0.21090909090909093,0.15818181818181815,0.08019379518752334,0.08019379518752334,0.07333333333333333,0.09999999999999998,0.19999999999999998,0.026666666666666644,0.12666666666666665,124.5,0.415,0.5533333333333333,0.04,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.95,3,0.9,0.1,0,300,0.08429934859840876,0.3054545454545454,0.22909090909090907,0.09870197875791076,0.12370437043866267,0.14555555555555555,0.09999999999999998,0.19999999999999998,-0.04555555555555557,0.054444444444444434,198.0,0.66,0.88,0.10333333333333333,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.95,3,0.9,0.25,0,300,0.11231958569502293,0.21225566614701996,0.15919174961026505,0.15740588053838522,0.1356353351452524,0.12444444444444443,0.09999999999999998,0.19999999999999998,-0.02444444444444445,0.07555555555555556,202.5,0.675,0.9,0.09666666666666666,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.95,5,0.9,0.1,0,300,0.1318170210288722,0.1777777777777777,0.1333333333333333,0.13219513783111925,0.15410353988572123,0.17133333333333337,0.09999999999999998,0.19999999999999998,-0.07133333333333339,0.028666666666666618,216.0,0.72,0.96,0.11333333333333333,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.95,5,0.9,0.25,0,300,0.07263317991946083,-0.01845018450184499,-0.013837638376383743,0.21917994698602516,0.07156531285523715,0.24266666666666667,0.09999999999999998,0.19999999999999998,-0.1426666666666667,-0.042666666666666686,221.25,0.7375,0.9833333333333333,0.19333333333333333,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.99,1,0.9,0.1,0,300,-0.058347012038223484,-0.08363636363636373,-0.06272727272727274,-0.10061363324630179,-0.10061363324630179,0.74,0.09999999999999998,0.19999999999999998,-0.64,-0.54,162.75,0.5425,0.7233333333333334,0.6633333333333333,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.99,1,0.9,0.25,0,300,0.0455087707922378,0.21090909090909093,0.15818181818181815,0.08019379518752334,0.08019379518752334,0.07333333333333333,0.09999999999999998,0.19999999999999998,0.026666666666666644,0.12666666666666665,124.5,0.415,0.5533333333333333,0.04,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.99,3,0.9,0.1,0,300,0.1467656549728264,0.4585084033613446,0.34388130252100846,0.2277010009867962,0.2297407775261996,0.12888888888888891,0.09999999999999998,0.19999999999999998,-0.028888888888888936,0.07111111111111107,198.0,0.66,0.88,0.10333333333333333,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.99,3,0.9,0.25,0,300,0.1573200949024369,0.4415954415954417,0.3311965811965812,0.18992016335916162,0.2234472994173522,0.12555555555555556,0.09999999999999998,0.19999999999999998,-0.02555555555555558,0.07444444444444442,198.75,0.6625,0.8833333333333333,0.08666666666666667,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.99,5,0.9,0.1,0,300,0.06422119090000827,0.08913308913308915,0.06684981684981683,0.11351874875822876,0.07519701540202617,0.2,0.09999999999999998,0.19999999999999998,-0.10000000000000003,-2.7755575615628914e-17,218.25,0.7275,0.97,0.15,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.3,0.99,5,0.9,0.25,0,300,0.12715910745007214,0.07509328358208955,0.05631996268656714,0.19831113923127308,0.13426558985432946,0.18999999999999997,0.09999999999999998,0.19999999999999998,-0.09,0.010000000000000009,219.0,0.73,0.9733333333333334,0.18333333333333332,0.75,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.95,1,0.9,0.1,0,300,-0.03681933457072323,-0.08727272727272728,-0.06545454545454549,-0.1149639954966648,-0.1149639954966648,0.07333333333333333,0.09999999999999998,0.19999999999999998,0.026666666666666644,0.12666666666666665,144.0,0.48,0.64,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.95,1,0.9,0.25,0,300,-0.03663250286044617,-0.08363636363636362,-0.06272727272727274,-0.09977847923152117,-0.09977847923152117,0.08333333333333333,0.09999999999999998,0.19999999999999998,0.01666666666666665,0.11666666666666665,117.75,0.3925,0.5233333333333333,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.95,3,0.9,0.1,0,300,0.017262647829551392,-0.05837173579109067,-0.04377880184331795,0.014740598524952908,0.024788310325704055,0.14777777777777776,0.09999999999999998,0.19999999999999998,-0.04777777777777778,0.052222222222222225,148.5,0.495,0.66,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.95,3,0.9,0.25,0,300,0.017262647829551392,-0.05837173579109067,-0.04377880184331795,0.016551331114037504,0.024788310325704055,0.14999999999999997,0.09999999999999998,0.19999999999999998,-0.04999999999999999,0.05000000000000002,148.5,0.495,0.66,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.95,5,0.9,0.1,0,300,-0.028809700291932056,-0.07773707773707772,-0.05830280830280832,0.01872643916185185,-0.0456811942105666,0.17666666666666667,0.09999999999999998,0.19999999999999998,-0.07666666666666669,0.023333333333333317,150.75,0.5025,0.67,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.95,5,0.9,0.25,0,300,-0.03653396639160805,-0.12393434279170379,-0.09295075709377787,0.021030624487055227,-0.06178121875381448,0.18,0.09999999999999998,0.19999999999999998,-0.08000000000000002,0.01999999999999999,145.5,0.485,0.6466666666666666,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.99,1,0.9,0.1,0,300,-0.03681933457072323,-0.08727272727272728,-0.06545454545454549,-0.1149639954966648,-0.1149639954966648,0.07333333333333333,0.09999999999999998,0.19999999999999998,0.026666666666666644,0.12666666666666665,144.0,0.48,0.64,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.99,1,0.9,0.25,0,300,-0.03681933457072323,-0.08727272727272728,-0.06545454545454549,-0.1149639954966648,-0.1149639954966648,0.07333333333333333,0.09999999999999998,0.19999999999999998,0.026666666666666644,0.12666666666666665,144.0,0.48,0.64,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.99,3,0.9,0.1,0,300,0.017262647829551392,-0.05837173579109067,-0.04377880184331795,0.020719455926242802,0.024788310325704055,0.14777777777777776,0.09999999999999998,0.19999999999999998,-0.04777777777777778,0.052222222222222225,148.5,0.495,0.66,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.99,3,0.9,0.25,0,300,0.017262647829551392,-0.05837173579109067,-0.04377880184331795,0.015030459945327201,0.024788310325704055,0.14777777777777776,0.09999999999999998,0.19999999999999998,-0.04777777777777778,0.052222222222222225,148.5,0.495,0.66,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.99,5,0.9,0.1,0,300,-0.0364900629166634,-0.125925925925926,-0.09444444444444439,0.023455088855803052,-0.06231433344554027,0.18066666666666667,0.09999999999999998,0.19999999999999998,-0.08066666666666669,0.019333333333333313,147.0,0.49,0.6533333333333333,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,fixed,50,0.7,0.99,5,0.9,0.25,0,300,-0.04662665745197206,-0.09090909090909094,-0.06818181818181812,0.01212190289087256,-0.06443641187462923,0.1753333333333333,0.09999999999999998,0.19999999999999998,-0.07533333333333334,0.02466666666666667,152.25,0.5075,0.6766666666666666,0.0,0.75,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.95,1,0.9,0.1,0,300,-0.05213611044342795,0.09701492537313428,0.12043843283582079,-0.001478034082566082,-0.001478034082566082,0.06666666666666667,0.09999999999999998,0.19999999999999998,0.03333333333333331,0.1333333333333333,163.64000000000004,0.5454666666666668,0.8366666666666667,0.06333333333333334,0.64468,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.95,1,0.9,0.25,0,300,-0.008944791181240669,0.08442164179104472,0.10927751865671642,0.050955068907399315,0.050955068907399315,0.06666666666666667,0.09999999999999998,0.19999999999999998,0.03333333333333331,0.1333333333333333,158.277,0.52759,0.8566666666666667,0.06333333333333334,0.6101633333333333,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.95,3,0.9,0.1,0,300,-0.0069505104011652885,0.14029697900665639,0.11491653865847395,0.06303859659593714,0.013546789982407992,0.34888888888888886,0.09999999999999998,0.19999999999999998,-0.24888888888888888,-0.14888888888888888,307.17600000000004,1.0239200000000002,0.94,0.5833333333333334,1.035518888888889,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.95,3,0.9,0.25,0,300,-0.04561659582473587,0.03011803011803016,-0.013540903540903537,0.09560848183470616,-0.048441562080312695,0.3355555555555556,0.09999999999999998,0.19999999999999998,-0.23555555555555563,-0.13555555555555562,316.66999999999996,1.0555666666666665,0.9533333333333334,0.5133333333333333,1.0548455555555556,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.95,5,0.9,0.1,0,300,-0.07466924682568771,0.00783112019067067,0.009784814436499811,0.010558872870863878,-0.0667304195549514,0.3026666666666667,0.09999999999999998,0.19999999999999998,-0.20266666666666672,-0.10266666666666671,330.158,1.1005266666666667,0.9766666666666667,0.5166666666666667,1.06649,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.95,5,0.9,0.25,0,300,0.006292065285958881,-0.006107647283369433,0.1993215421809389,0.16930056846191532,0.2108870096588067,0.21466666666666667,0.09999999999999998,0.19999999999999998,-0.1146666666666667,-0.014666666666666689,335.592,1.1186399999999999,0.96,0.17666666666666667,1.0833139999999999,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.99,1,0.9,0.1,0,300,-0.12288068771240082,0.00792910447761197,0.04972761194029851,-0.06921222869779187,-0.06921222869779187,0.7333333333333333,0.09999999999999998,0.19999999999999998,-0.6333333333333333,-0.5333333333333333,272.52700000000004,0.9084233333333335,0.9133333333333333,0.69,0.9808133333333334,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.99,1,0.9,0.25,0,300,-0.12288068771240082,0.00792910447761197,0.04972761194029851,-0.06921222869779187,-0.06921222869779187,0.7333333333333333,0.09999999999999998,0.19999999999999998,-0.6333333333333333,-0.5333333333333333,272.52700000000004,0.9084233333333335,0.9133333333333333,0.69,0.9808133333333334,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.99,3,0.9,0.1,0,300,0.09836810409530287,0.2898550724637682,0.4660253623188406,0.19085346341448972,0.26143382815607286,0.14888888888888885,0.09999999999999998,0.19999999999999998,-0.04888888888888887,0.051111111111111135,296.448,0.9881599999999999,0.9333333333333333,0.09666666666666666,0.9996933333333334,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.99,3,0.9,0.25,0,300,0.031692867664707,0.18602875683929254,0.2702266191627434,0.1598358525101743,0.1796003397087711,0.16888888888888887,0.09999999999999998,0.19999999999999998,-0.06888888888888889,0.031111111111111117,295.159,0.9838633333333333,0.9266666666666666,0.13333333333333333,1.0108777777777778,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.99,5,0.9,0.1,0,300,0.016470312225426026,0.10039241334205362,0.24815533028122982,0.1983977643152981,0.16758228185791801,0.17733333333333332,0.09999999999999998,0.19999999999999998,-0.07733333333333334,0.02266666666666667,330.3689999999999,1.1012299999999997,0.9566666666666667,0.14,1.0576299999999998,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.0,0.99,5,0.9,0.25,0,300,-0.02218651295340457,0.11118378024852849,0.21929234793983,0.12230869485929252,0.07398509531306408,0.20733333333333331,0.09999999999999998,0.19999999999999998,-0.10733333333333334,-0.007333333333333331,327.486,1.09162,0.9666666666666667,0.2,1.0663813333333334,0.7133999999999999,,,,,0.5941182998767679,0.5858511105622557,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.95,1,0.9,0.1,0,300,-0.02584445946843661,0.10354477611940294,0.0855923507462687,0.009893800770339078,0.009893800770339078,0.06666666666666667,0.09999999999999998,0.19999999999999998,0.03333333333333331,0.1333333333333333,108.645,0.36214999999999997,0.78,0.06,0.45565999999999995,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.95,1,0.9,0.25,0,300,-0.005187664669437014,0.1147388059701493,0.0872574626865672,0.03026765564081546,0.03026765564081546,0.06666666666666667,0.09999999999999998,0.19999999999999998,0.03333333333333331,0.1333333333333333,107.91,0.35969999999999996,0.79,0.06,0.44809999999999994,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.95,3,0.9,0.1,0,300,0.05991096842981006,0.27956989247311836,0.26330158730158726,0.11349570868250713,0.1480619555874637,0.1622222222222222,0.09999999999999998,0.19999999999999998,-0.062222222222222234,0.03777777777777777,209.10399999999998,0.6970133333333333,0.9266666666666666,0.09333333333333334,0.7264088888888889,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.95,3,0.9,0.25,0,300,0.03637912902986282,0.2710268481995165,0.2079576281969716,0.15362187214538114,0.05030514358477356,0.3022222222222223,0.09999999999999998,0.19999999999999998,-0.2022222222222223,-0.1022222222222223,220.89100000000002,0.7363033333333334,0.9,0.33,0.8077588888888889,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.95,5,0.9,0.1,0,300,0.02095505562116856,0.1626161089197099,0.2022488866267973,0.11934438300988648,0.104654718377305,0.18533333333333332,0.09999999999999998,0.19999999999999998,-0.08533333333333334,0.014666666666666661,234.40600000000003,0.7813533333333335,0.94,0.16,0.7874746666666668,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.95,5,0.9,0.25,0,300,0.03223319097944069,0.07277628032345018,0.0599202156334232,0.06552131297714703,0.024967473324766454,0.27066666666666667,0.09999999999999998,0.19999999999999998,-0.1706666666666667,-0.07066666666666668,236.51600000000002,0.7883866666666667,0.95,0.4066666666666667,0.8081193333333334,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.99,1,0.9,0.1,0,300,-0.08991292491358263,0.001865671641791078,0.03611707089552241,-0.05673469327733849,-0.05673469327733849,0.7333333333333333,0.09999999999999998,0.19999999999999998,-0.6333333333333333,-0.5333333333333333,178.87,0.5962333333333334,0.8766666666666667,0.6633333333333333,0.6689833333333333,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.99,1,0.9,0.25,0,300,0.00030914166158801937,0.04570895522388063,0.06579617537313431,0.03126617959596756,0.03126617959596756,0.06666666666666667,0.09999999999999998,0.19999999999999998,0.03333333333333331,0.1333333333333333,140.02399999999997,0.4667466666666666,0.8533333333333334,0.06,0.53986,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.99,3,0.9,0.1,0,300,0.04987361326937076,0.23768823768823766,0.23175254375254367,0.12568787471872822,0.15598241116590017,0.16888888888888887,0.09999999999999998,0.19999999999999998,-0.06888888888888889,0.031111111111111117,206.42399999999998,0.6880799999999999,0.92,0.12333333333333334,0.7252900000000001,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.99,3,0.9,0.25,0,300,0.066159279783887,0.40895788268227506,0.3814448403104721,0.23313229995096307,0.20537667985159747,0.11444444444444443,0.09999999999999998,0.19999999999999998,-0.014444444444444454,0.08555555555555555,210.57500000000002,0.7019166666666667,0.8866666666666667,0.08333333333333333,0.7544422222222222,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.99,5,0.9,0.1,0,300,-0.010949419274450256,-0.02717391304347827,-0.01822463768115945,0.02057449147535495,-0.020026478225047772,0.3053333333333333,0.09999999999999998,0.19999999999999998,-0.2053333333333333,-0.1053333333333333,225.34500000000003,0.7511500000000001,0.9333333333333333,0.4533333333333333,0.7769573333333333,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.3,0.99,5,0.9,0.25,0,300,-0.006692323841915093,-0.07272727272727275,-0.05089818181818184,0.04560873895873829,-0.01704040695350395,0.3146666666666667,0.09999999999999998,0.19999999999999998,-0.21466666666666673,-0.11466666666666672,228.66700000000003,0.7622233333333335,0.9333333333333333,0.49333333333333335,0.79133,0.51612,,,,,0.3888609402809491,0.4002863398403928,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.95,1,0.9,0.1,0,300,0.05870733972610598,0.14505597014925375,0.08820335820895522,0.10186802883384177,0.10186802883384177,0.06666666666666667,0.09999999999999998,0.19999999999999998,0.03333333333333331,0.1333333333333333,85.55099999999999,0.28517,0.7233333333333334,0.03,0.37961333333333336,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.95,1,0.9,0.25,0,300,0.009041716668526906,0.0023320895522388474,0.03964878731343291,0.04559309434914749,0.04559309434914749,0.07666666666666666,0.09999999999999998,0.19999999999999998,0.023333333333333317,0.12333333333333332,145.42900000000003,0.48476333333333343,0.7833333333333333,0.03666666666666667,0.5644566666666666,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.95,3,0.9,0.1,0,300,0.0027381352242932255,0.06260527793374504,-0.025764177428411084,0.0061227913950996915,-0.05760207666869577,0.15,0.09999999999999998,0.19999999999999998,-0.05000000000000002,0.04999999999999999,173.806,0.5793533333333334,0.9033333333333333,0.056666666666666664,0.5455177777777778,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.95,3,0.9,0.25,0,300,0.008321243619618085,0.05895564289724875,-0.02915833801235268,-5.9106051722879194e-05,-0.05338487234727107,0.15444444444444444,0.09999999999999998,0.19999999999999998,-0.05444444444444446,0.045555555555555544,172.876,0.5762533333333334,0.9,0.056666666666666664,0.5465633333333333,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.95,5,0.9,0.1,0,300,-0.02584519008942024,-0.01017367177063,-0.022426574863837256,-0.03280121876720782,-0.06801076081871871,0.16933333333333334,0.09999999999999998,0.19999999999999998,-0.06933333333333336,0.030666666666666648,175.99099999999999,0.5866366666666666,0.91,0.06,0.5465586666666666,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.95,5,0.9,0.25,0,300,-0.06636703409124983,-0.07183115481472602,-0.08615781268737266,-0.04219903520293106,-0.11053918102413951,0.19666666666666666,0.09999999999999998,0.19999999999999998,-0.09666666666666668,0.003333333333333327,173.13,0.5771,0.9033333333333333,0.06333333333333334,0.5436526666666667,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
gaussian,oracle,50,0.7,0.99,1,0.9,0.1,0,300,0.05870733972610598,0.14505597014925375,0.08820335820895522,0.10186802883384177,0.10186802883384177,0.06666666666666667,0.09999999999999998,0.19999999999999998,0.03333333333333331,0.1333333333333333,85.55099999999999,0.28517,0.7233333333333334,0.03,0.37961333333333336,0.27092000000000005,,,,,0.15082943483849204,0.18091075617796593,0.0,0.0,10.0
